device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned
oneplus,67,27,Tohana,2,1,0,1,0,2,53,FALSE,0,0,1,1,282338,0
xiaomi,67,27,Pune,2,1,0,1,67,0,0,TRUE,0,0,1,1,416662,0
xiaomi,67,27,Bangalore,1,1,0,1,67,0,0,TRUE,0,0,1,0,37464,0
oppo,67,27,NCR,2,4,1,3,121,1,3,FALSE,0,1,1,1,109154,0
huawei,67,27,Proddatur,0,1,0,1,67,1,17,TRUE,1,0,1,1,287200,0
huawei,67,27,Bangalore,0,1,0,1,67,1,3,TRUE,0,0,1,1,342481,0
oneplus,67,27,NCR,2,3,1,2,89,2,87,FALSE,1,1,1,1,65443,0
apple,67,27,Mumbai,1,4,1,2,111,1,3,FALSE,0,0,1,1,6985,0
xiaomi,67,27,Bangalore,2,4,2,2,83,,0,FALSE,0,0,0,1,10387,0
apple,67,27,Bangalore,0,1,0,1,67,,0,TRUE,0,0,1,1,127351,0
oneplus,67,27,Kolkata,0,10,3,3,200,4,53,FALSE,0,0,1,1,165686,0
oneplus,67,27,Pune,1,2,0,2,67,2,70,FALSE,0,0,1,1,306859,0
xiaomi,67,27,Hyderabad,2,6,0,3,156,5,123,FALSE,0,0,1,1,421882,0
xiaomi,67,27,Ahmedabad,0,5,1,2,88,4,73,FALSE,0,0,1,1,19950,0
apple,67,27,Mumbai,2,1,0,1,67,2,53,FALSE,0,0,1,1,396300,0
vivo,67,27,Pathankot,2,6,1,3,200,,0,FALSE,0,0,1,1,169509,0
oneplus,67,27,Pune,2,2,0,2,104,5,107,TRUE,0,0,1,1,265485,0
oneplus,67,27,Chennai,1,11,6,5,300,14,300,FALSE,0,0,1,1,432641,0
oneplus,67,27,Renebennur,3,3,1,2,175,2,53,TRUE,1,1,1,1,34378,0
samsung,67,27,Pune,2,5,1,4,98,7,97,FALSE,0,0,1,1,417235,0
oneplus,67,27,Hyderabad,1,2,0,2,73,3,70,FALSE,0,0,1,1,6259,0
asus,67,27,Kochi,1,3,0,2,140,2,53,FALSE,0,0,1,1,180952,0
hmd global,67,27,Ferozepur,2,8,2,3,151,7,110,FALSE,0,2,1,1,91724,0
motorola,67,27,,3,4,1,3,140,7,140,FALSE,0,0,1,1,387629,0
samsung,67,27,Satara,1,5,1,4,258,3,0,TRUE,0,0,0,1,179197,0
apple,67,27,Pune,1,8,0,7,290,2,40,FALSE,1,3,1,1,159863,0
xiaomi,67,27,Bangalore,1,1,0,1,67,2,67,FALSE,0,0,1,1,63611,0
realme,67,27,Cuttack,1,3,0,1,67,2,53,TRUE,1,0,1,1,322990,0
apple,68,27,Ranga Reddy,2,1,0,1,68,3,70,FALSE,0,0,1,1,373333,0
xiaomi,68,27,Bangalore,1,1,0,1,68,3,70,FALSE,0,0,1,1,339416,0
realme,68,27,Lucknow,0,1,0,1,68,3,70,TRUE,0,0,0,1,383446,0
realme,68,27,Surat,2,1,0,1,68,3,70,TRUE,0,0,1,1,180090,0
oneplus,68,27,Nagpur,1,1,0,1,68,3,70,FALSE,0,0,1,1,478001,0
oneplus,68,27,,3,2,0,1,68,0,0,FALSE,0,0,1,1,247354,0
apple,68,27,Mumbai,2,1,0,1,68,0,0,FALSE,0,0,1,0,88816,0
samsung,68,27,Bangalore,1,3,0,2,72,0,0,FALSE,0,0,1,1,382371,0
oneplus,69,27,Pune,4,2,0,2,121,5,90,FALSE,0,0,1,1,275022,0
vivo,69,27,Mumbai,6,4,0,3,138,3,70,FALSE,0,0,1,1,313243,0
oppo,69,27,Jaipur,2,9,1,4,328,10,227,TRUE,0,0,1,1,398661,0
oneplus,69,27,Secunderabad,4,2,1,1,69,1,3,FALSE,0,0,1,1,327770,0
oneplus,69,27,Bangalore,1,1,0,1,69,3,70,FALSE,1,0,1,1,3018,0
oneplus,69,27,Hyderabad,1,3,1,1,69,,0,FALSE,0,0,1,1,52560,0
xiaomi,69,27,Tiruppur,0,1,0,1,69,2,20,TRUE,1,0,1,1,8155,0
oneplus,69,27,NCR,1,2,1,1,0,1,17,FALSE,2,0,1,1,173078,0
apple,70,27,NCR,1,1,0,1,70,0,0,TRUE,0,0,1,0,236094,0
xiaomi,70,27,Bangalore,1,1,0,1,70,3,70,TRUE,0,0,1,1,455219,0
apple,70,27,Mumbai,0,5,1,2,73,3,70,FALSE,0,0,1,1,382788,0
oneplus,70,27,,1,2,0,1,70,3,70,FALSE,0,0,0,0,484605,0
xiaomi,70,27,NCR,2,2,0,2,75,4,73,FALSE,1,1,1,1,262623,0
oneplus,70,27,Bangalore,0,1,0,1,70,1,20,FALSE,0,0,1,1,111180,0
xiaomi,70,27,NCR,3,1,0,1,70,0,0,TRUE,0,0,0,1,119924,0
xiaomi,70,27,,1,1,0,1,70,3,70,TRUE,0,0,1,0,156681,0
oneplus,70,27,Pune,1,1,0,1,70,4,70,TRUE,0,0,1,1,389024,0
xiaomi,70,27,Jaipur,0,2,0,1,70,,0,FALSE,0,0,1,0,428986,0
apple,70,27,Jalandhar,3,2,0,1,70,3,70,FALSE,0,0,1,1,332374,0
samsung,71,27,Kota,1,1,0,1,71,3,70,TRUE,0,0,1,1,201861,0
apple,71,27,Kanchipuram,1,2,1,1,71,2,70,TRUE,0,0,1,1,367450,0
apple,71,27,Lucknow,2,2,0,2,73,2,3,FALSE,1,1,1,1,199419,0
apple,71,27,Surat,3,3,1,1,71,3,70,FALSE,0,0,1,1,298197,0
oneplus,71,27,NCR,1,2,0,1,71,1,23,FALSE,1,0,0,0,260382,0
xiaomi,71,27,Pune,3,3,2,1,71,3,70,FALSE,0,0,0,0,285960,0
realme,71,27,Vijayawada,2,2,0,1,71,0,33,TRUE,0,0,1,1,87167,0
xiaomi,72,27,Hyderabad,0,1,0,1,72,0,0,FALSE,0,0,1,0,163842,0
xiaomi,72,27,Khandwa,0,1,0,1,72,3,70,TRUE,0,0,1,1,235018,0
motorola,72,27,Mumbai,0,1,0,1,0,3,70,FALSE,0,0,1,1,491206,0
oneplus,72,27,Ahmedabad,3,2,0,1,72,3,70,FALSE,0,0,1,0,169372,0
apple,72,27,NCR,1,3,0,1,0,3,70,FALSE,,,1,1,449960,0
oneplus,72,27,Bangalore,1,1,0,1,72,0,0,FALSE,0,0,0,0,412721,0
xiaomi,72,27,,4,2,0,2,77,4,70,FALSE,0,2,1,1,489754,0
oneplus,72,27,Ahmedabad,0,1,0,1,72,2,20,FALSE,1,0,1,1,193298,0
apple,72,27,Hyderabad,0,2,0,1,72,2,67,TRUE,0,0,1,1,89760,0
huawei,72,27,Bangalore,1,2,0,1,72,,0,FALSE,0,0,1,1,70369,0
apple,72,27,NCR,3,1,0,1,0,3,70,FALSE,0,0,1,1,357432,0
oneplus,73,27,Pune,2,7,2,3,99,5,70,TRUE,0,0,0,1,407246,0
hmd global,73,27,Jammu,1,2,1,1,73,,0,FALSE,0,1,1,1,206430,0
oppo,73,27,Dharamshala,2,4,0,2,78,,0,FALSE,0,0,0,1,73310,0
samsung,73,27,Hyderabad,1,1,0,1,73,1,50,TRUE,0,0,1,0,46640,0
apple,73,27,Hassan,1,1,0,1,73,3,70,TRUE,0,0,1,1,45188,0
samsung,73,27,Bangalore,2,1,0,1,73,0,0,FALSE,0,0,1,1,121103,0
oneplus,73,27,NCR,1,4,1,3,100,0,0,TRUE,0,0,0,1,49444,0
samsung,73,27,Bangalore,2,3,0,1,73,3,70,FALSE,0,0,1,1,3748,0
oneplus,73,27,NCR,1,1,0,1,73,3,70,TRUE,0,0,0,1,50300,0
xiaomi,73,27,NCR,1,1,0,1,73,4,70,TRUE,0,0,1,0,33889,0
oneplus,73,27,Bangalore,0,2,0,1,73,3,70,FALSE,4,2,0,1,45005,0
oneplus,73,27,NCR,0,1,0,1,73,1,67,FALSE,0,1,1,1,324120,0
samsung,74,27,Bangalore,1,1,0,1,74,3,70,FALSE,0,0,0,1,481769,0
xiaomi,74,27,NCR,2,1,0,1,74,3,70,TRUE,0,0,1,1,238401,0
apple,74,27,Kottayam,1,1,0,1,74,,0,FALSE,0,0,1,0,400307,0
vivo,74,27,Rajkot,2,2,1,1,74,3,70,FALSE,0,0,1,1,180851,0
apple,74,27,NCR,1,6,4,1,74,3,70,FALSE,1,1,0,1,97659,0
oneplus,74,27,Mumbai,1,5,1,4,161,3,23,TRUE,0,0,0,1,256516,0
apple,74,27,,1,2,1,1,74,0,67,FALSE,0,0,1,1,281349,0
xiaomi,74,27,Bangalore,0,3,0,1,74,,0,TRUE,0,0,0,0,10124,0
oneplus,74,27,Bangalore,1,1,0,1,74,,0,TRUE,0,0,1,0,303787,0
apple,75,27,Gandhinagar,1,1,0,1,75,1,70,FALSE,0,0,1,1,211250,0
apple,75,27,Ahmedabad,1,1,0,1,75,0,0,TRUE,0,0,1,1,433068,0
huawei,75,27,Thiruvananthapuram,1,3,0,3,232,1,3,FALSE,1,1,1,1,116973,0
samsung,75,27,Mumbai,0,1,0,1,75,0,0,FALSE,0,0,1,1,226206,0
oneplus,75,27,Hyderabad,1,3,1,1,75,3,70,FALSE,0,0,1,1,316659,0
apple,75,27,Mumbai,0,2,1,1,75,3,70,FALSE,0,1,1,0,453503,0
apple,75,27,Vijayawada,2,1,0,1,75,1,20,FALSE,2,0,0,0,257359,0
apple,75,27,Bangalore,1,1,0,1,75,3,70,FALSE,0,0,0,1,222623,0
samsung,75,27,Kanchipuram,2,1,0,1,75,3,70,FALSE,0,0,1,1,242165,0
apple,75,27,Kanchipuram,1,1,0,1,75,2,53,FALSE,1,0,1,1,266009,0
realme,75,27,Bangalore,4,2,1,1,75,3,37,TRUE,0,0,1,1,463789,0
huawei,76,27,Lucknow,5,2,0,2,76,3,70,FALSE,0,0,1,1,484512,0
xiaomi,76,27,Pilani,3,2,1,1,76,0,17,TRUE,0,0,0,0,142162,0
samsung,76,27,NCR,3,1,0,1,76,3,70,FALSE,0,0,1,1,462471,0
xiaomi,76,27,Mumbai,2,2,1,1,76,3,70,FALSE,0,0,1,1,208528,0
apple,76,27,Bangalore,4,1,0,1,76,3,70,TRUE,1,0,1,1,315263,0
motorola,77,27,Bangalore,1,2,0,2,115,2,3,TRUE,0,0,1,1,473119,0
oppo,77,27,Visakhapatnam,2,3,0,1,77,3,70,TRUE,1,1,1,1,164935,0
oneplus,77,27,,2,1,0,1,77,0,0,FALSE,0,0,1,0,150998,0
samsung,77,27,Kasaragod,2,1,0,1,77,1,67,TRUE,0,0,1,1,388885,0
oneplus,77,27,Pune,2,1,0,1,77,3,70,TRUE,0,0,1,1,219118,0
xiaomi,77,27,Thrissur,0,2,1,1,77,3,70,TRUE,0,0,1,1,480683,0
vivo,78,27,Rajkot,6,8,5,3,286,,0,FALSE,0,0,1,1,314764,0
apple,78,27,NCR,0,1,0,1,78,3,70,FALSE,1,0,1,0,3617,0
xiaomi,78,27,Phoenix/USA,1,1,0,1,78,1,20,TRUE,0,0,0,1,313139,0
samsung,78,27,NCR,1,1,0,1,78,0,0,TRUE,0,0,1,1,185046,0
oneplus,78,27,Jaipur,1,1,0,1,0,0,0,FALSE,,,0,1,108286,0
oneplus,78,27,Bangalore,0,1,0,1,78,,0,FALSE,0,0,0,0,5438,0
google,78,27,NCR,0,2,0,2,142,5,90,FALSE,0,0,0,1,209726,0
oneplus,78,27,NCR,0,2,0,1,78,1,3,TRUE,0,0,1,1,9494,0
oneplus,78,27,NCR,1,2,0,1,78,1,3,FALSE,0,0,1,1,27289,0
oneplus,78,27,Chennai,1,6,2,1,78,2,53,FALSE,1,0,1,1,32059,0
oppo,79,27,Puducherry,0,5,2,1,79,,0,TRUE,0,0,0,0,281305,0
samsung,79,27,NCR,1,7,3,1,79,,0,FALSE,0,0,1,1,417014,0
vivo,79,27,Vellore,1,1,0,1,79,3,70,FALSE,0,0,1,1,295627,0
samsung,79,27,Mumbai,1,2,0,1,79,2,20,FALSE,0,0,1,1,3701,0
huawei,80,27,Coimbatore,0,1,0,1,80,,0,TRUE,1,0,0,0,391236,0
xiaomi,80,27,Bangalore,1,4,1,1,80,4,77,FALSE,0,0,1,1,101709,0
xiaomi,80,27,Hyderabad,2,1,0,1,80,3,70,TRUE,0,0,1,1,23365,0
oneplus,80,27,Hyderabad,2,1,0,1,0,3,70,FALSE,1,0,1,1,427891,0
oneplus,80,27,Bangalore,2,1,0,1,80,0,0,FALSE,0,0,1,0,121245,0
samsung,80,27,Kurukshetra,3,5,2,3,230,9,160,TRUE,0,0,1,1,449778,0
oneplus,80,27,NCR,0,1,0,1,80,3,70,TRUE,1,0,1,1,431917,0
xiaomi,80,27,Gopalwadi,,,,,,0,,FALSE,,,1,1,294806,0
xiaomi,81,27,Nalgonda,1,1,0,1,81,4,70,TRUE,0,0,1,1,30742,0
xiaomi,81,27,Surat,2,2,0,2,91,3,23,FALSE,1,0,1,1,273992,0
oneplus,81,27,Hyderabad,5,10,4,6,385,15,320,TRUE,0,0,1,1,14562,0
huawei,81,27,Bangalore,2,1,0,1,81,3,70,FALSE,0,0,0,0,248375,0
oneplus,82,27,NCR,1,1,0,1,82,3,70,FALSE,1,0,0,0,225806,0
samsung,82,27,Murshidabad,1,1,0,1,82,3,70,FALSE,0,0,1,1,130235,0
motorola,82,27,NCR,4,4,0,2,100,,0,TRUE,0,1,1,1,156019,0
xiaomi,82,27,Hyderabad,0,1,0,1,82,4,70,TRUE,0,0,1,1,450379,0
oneplus,82,27,Bangalore,2,5,2,2,116,5,90,TRUE,2,1,1,1,268544,0
samsung,82,27,Coimbatore,1,3,2,1,82,0,0,TRUE,0,0,1,1,67222,0
motorola,82,27,NCR,1,4,2,1,82,4,70,TRUE,1,0,1,1,456794,0
oneplus,82,27,Indore,1,1,0,1,82,0,0,FALSE,0,0,1,0,111436,0
xiaomi,82,27,Kolhapur,1,1,0,1,82,3,70,TRUE,0,0,1,1,292836,0
oppo,82,27,NCR,2,1,0,1,82,2,20,FALSE,2,0,0,0,455193,0
xiaomi,82,27,Mumbai,1,2,0,1,82,3,70,TRUE,0,0,1,1,387146,0
xiaomi,82,27,Vijayawada,0,2,0,1,82,3,70,FALSE,0,0,1,1,217038,0
apple,82,27,Pune,0,1,0,1,82,,0,FALSE,0,0,1,1,69185,0
oneplus,83,27,Mumbai,0,2,0,2,86,1,50,FALSE,0,0,1,1,126473,0
samsung,83,27,NCR,2,2,0,1,83,2,53,FALSE,1,0,0,0,292141,0
xiaomi,83,27,Kanchipuram,1,4,0,3,244,4,70,TRUE,0,0,1,1,497164,0
vivo,83,27,Mumbai,3,5,2,2,184,6,140,FALSE,4,0,1,1,168858,0
asus,83,27,Hyderabad,1,4,2,1,83,3,70,FALSE,1,0,1,1,113354,0
samsung,83,27,Mumbai,1,3,1,2,112,5,90,TRUE,0,0,1,1,173903,0
apple,83,27,Raipur,0,3,1,1,83,3,70,FALSE,0,0,1,1,466997,0
oneplus,83,27,Nashik,0,2,0,1,0,0,0,FALSE,0,0,1,1,202937,0
xiaomi,83,27,Kanchipuram,3,1,0,1,83,0,0,FALSE,0,0,0,1,270331,0
samsung,83,27,Kochi,1,1,0,1,83,0,0,FALSE,0,0,1,1,1540,0
oneplus,83,27,NCR,4,11,4,6,372,14,253,FALSE,0,0,1,1,101821,0
hmd global,83,27,Aurangabad,1,5,4,1,83,3,70,FALSE,0,0,1,1,419290,0
apple,83,27,Hyderabad,1,3,1,1,83,3,70,FALSE,0,0,1,1,286628,0
vivo,83,27,Mumbai,5,3,1,2,90,1,3,FALSE,1,0,1,0,365328,0
samsung,83,27,Ludhiana,1,2,0,1,83,4,70,TRUE,0,0,1,1,493686,0
oneplus,83,27,Mumbai,2,2,0,2,105,5,90,FALSE,1,0,1,1,172055,0
apple,83,27,Mumbai,0,3,1,2,139,,0,FALSE,0,0,1,1,211554,0
xiaomi,83,27,Mumbai,1,3,1,2,104,2,20,TRUE,0,0,1,1,157103,0
vivo,83,27,Hyderabad,1,3,1,2,102,0,0,TRUE,1,1,1,1,310222,0
realme,83,27,NCR,1,1,0,1,83,3,70,TRUE,0,1,1,1,246845,0
xiaomi,83,27,NCR,0,1,0,1,83,0,0,FALSE,0,0,1,1,498110,0
apple,83,27,Bangalore,1,1,0,1,83,3,70,FALSE,0,3,1,1,482994,0
xiaomi,83,27,Thiruvananthapuram,2,4,0,4,112,6,93,TRUE,0,0,1,1,111260,0
realme,83,27,Jalandhar,1,3,2,1,83,3,70,FALSE,0,0,1,0,33720,0
apple,83,27,NCR,0,1,0,1,83,1,3,FALSE,0,0,1,1,15688,0
samsung,83,27,Pune,1,7,2,3,105,5,77,TRUE,1,0,1,1,73869,0
xiaomi,83,27,,1,2,0,2,137,5,90,FALSE,1,1,1,0,265856,0
apple,83,27,Ahmedabad,1,2,0,2,93,0,0,FALSE,0,0,1,1,172257,0
samsung,83,27,Udaipur,2,2,0,2,147,,0,TRUE,0,0,1,0,244075,0
samsung,84,27,Nalgonda,0,1,0,1,0,3,70,FALSE,1,0,1,0,237204,0
xiaomi,84,27,Surat,1,1,0,1,84,3,70,TRUE,0,0,1,0,19374,0
oneplus,84,27,Bangalore,1,2,0,1,84,4,87,TRUE,1,0,1,1,473819,0
xiaomi,84,27,Hyderabad,1,1,0,1,84,2,20,TRUE,0,0,0,1,8783,0
xiaomi,84,27,Hyderabad,3,4,2,2,156,,0,TRUE,0,0,1,1,144378,0
apple,84,27,Chennai,2,1,0,1,84,,0,FALSE,0,0,1,1,496117,0
xiaomi,85,27,Thiruvananthapuram,1,9,0,1,85,3,70,TRUE,1,0,1,1,28221,0
vivo,85,27,Jajpur,5,3,0,3,243,7,207,FALSE,0,0,1,1,400650,0
oneplus,85,27,Hyderabad,1,3,0,2,91,4,57,FALSE,1,0,1,1,25994,0
oneplus,85,27,Pune,1,2,0,1,85,3,70,FALSE,0,0,1,1,493886,0
samsung,85,27,Pune,1,1,0,1,85,0,0,FALSE,1,0,1,1,205854,0
samsung,85,27,Pune,1,4,2,1,85,3,70,TRUE,1,0,1,1,230184,0
oneplus,85,27,Jaipur,1,1,0,1,85,2,77,TRUE,0,0,0,0,203608,0
xiaomi,85,27,Bhubaneshwar,1,2,0,1,85,0,0,FALSE,0,0,0,1,104400,0
oneplus,85,27,Nellore,0,2,0,1,85,3,70,FALSE,0,1,1,1,18418,0
oneplus,86,27,Bangalore,2,2,0,1,86,3,70,FALSE,0,0,1,1,333874,0
hmd global,86,27,Hyderabad,1,2,0,1,86,3,70,FALSE,1,0,1,1,60266,0
xiaomi,86,27,Hyderabad,2,5,0,4,168,6,140,FALSE,2,2,1,1,57925,0
samsung,86,27,,1,4,1,1,86,,0,FALSE,0,0,1,0,354188,0
samsung,86,27,Chennai,1,3,1,2,113,,0,FALSE,2,0,1,0,214437,0
samsung,86,27,Hyderabad,1,4,0,1,86,3,70,FALSE,0,0,1,1,135930,0
apple,87,27,Bangalore,1,2,1,1,87,1,0,TRUE,1,5,1,1,219095,0
xiaomi,87,27,NCR,3,2,1,1,87,3,70,TRUE,1,0,1,1,271153,0
oppo,87,27,,1,3,1,1,87,0,0,FALSE,0,0,1,1,292963,0
oneplus,87,27,,3,1,0,1,87,0,0,FALSE,0,0,0,0,157387,0
samsung,87,27,NCR,5,3,0,2,142,5,107,FALSE,,,1,0,443399,0
samsung,87,27,Kolkata,3,1,0,1,87,0,0,FALSE,1,1,1,1,168875,0
oneplus,87,27,Bangalore,1,2,0,1,87,3,70,TRUE,0,0,1,1,105722,0
oppo,87,27,Hyderabad,2,1,0,1,87,0,0,TRUE,0,0,0,1,200169,0
realme,87,27,Chennai,1,2,0,1,87,3,70,TRUE,3,0,1,0,314115,0
apple,87,27,Kanchipuram,1,2,0,2,246,0,0,FALSE,0,0,0,0,124455,0
huawei,87,27,Bangalore,2,2,1,1,87,3,87,FALSE,,,1,1,448210,0
oneplus,87,27,Hyderabad,7,3,0,3,133,0,0,FALSE,0,0,1,1,399323,0
samsung,87,27,Vellore,2,2,0,2,120,0,0,FALSE,0,0,0,1,106857,0
oneplus,87,27,Chennai,2,2,0,1,87,0,0,TRUE,1,0,1,1,394226,0
motorola,87,27,Mumbai,4,1,0,1,87,3,70,FALSE,0,0,1,1,114374,0
oneplus,87,27,Mumbai,1,1,0,1,87,0,0,TRUE,1,0,0,0,308088,0
xiaomi,87,27,NCR,5,4,1,3,113,5,90,FALSE,0,0,1,1,306502,0
samsung,88,27,Bangalore,5,3,0,2,91,3,70,TRUE,0,0,1,1,308137,0
apple,88,27,Thrissur,0,3,1,2,90,3,70,FALSE,0,0,1,1,31297,0
apple,88,27,Bangalore,3,1,0,1,88,3,87,FALSE,1,0,1,0,385522,0
motorola,88,27,Bangalore,3,2,1,1,88,3,87,TRUE,1,0,1,1,356167,0
oneplus,88,27,Bangalore,3,2,0,2,148,5,90,FALSE,1,0,1,0,373358,0
vivo,88,27,NCR,1,1,0,1,88,3,87,FALSE,0,0,1,1,299155,0
oneplus,88,27,Hyderabad,3,5,1,3,235,4,70,TRUE,0,0,1,1,447538,0
oppo,88,27,Visakhapatnam,2,2,0,1,88,5,70,TRUE,1,1,1,1,381577,0
samsung,88,27,Hyderabad,2,1,0,1,88,1,83,TRUE,0,0,0,1,370464,0
hmd global,88,27,Bangalore,0,5,2,2,89,,0,TRUE,1,0,1,1,415613,0
oneplus,89,27,Chennai,0,1,0,1,89,,0,FALSE,1,2,1,1,38304,0
vivo,89,27,NCR,1,1,0,1,89,2,70,FALSE,0,1,1,1,157174,0
oppo,89,27,Bangalore,2,1,0,1,89,0,0,TRUE,0,0,0,0,48573,0
samsung,90,27,Bangalore,0,2,0,1,90,,0,TRUE,0,0,0,0,213330,0
xiaomi,90,27,Mumbai,1,2,1,1,90,3,70,FALSE,0,0,1,1,41746,0
oneplus,90,27,Pune,2,1,0,1,90,4,70,TRUE,0,0,1,1,451805,0
apple,90,27,Yamunanagar,1,1,0,1,90,0,0,FALSE,0,0,0,1,361883,0
apple,90,27,Visakhapatnam,1,3,1,1,90,0,0,FALSE,0,0,1,1,112292,0
apple,90,27,NCR,2,2,1,1,90,0,0,FALSE,0,0,1,1,105465,0
xiaomi,91,27,Bangalore,0,3,1,1,91,3,83,FALSE,2,0,1,1,21426,0
xiaomi,91,27,Khammam/ Vijayawada,2,1,0,1,91,3,70,FALSE,0,0,0,1,202481,0
oppo,91,27,Mumbai,2,1,0,1,91,3,70,TRUE,0,0,1,0,149443,0
samsung,91,27,Chennai,1,1,0,1,91,3,70,FALSE,0,0,0,0,437551,0
oneplus,91,27,Raipur,1,7,4,1,91,3,70,TRUE,1,0,1,0,328595,0
vivo,91,27,Jalandhar,0,2,0,1,91,3,70,FALSE,0,0,1,1,250484,0
oneplus,91,27,,2,1,0,1,91,0,83,FALSE,0,0,1,1,449308,0
samsung,91,27,Basti,1,1,0,1,91,3,70,TRUE,1,1,0,0,250153,0
motorola,91,27,,1,1,0,1,91,1,17,FALSE,0,0,1,0,292431,0
oneplus,91,27,Hyderabad,2,2,0,2,102,4,73,TRUE,0,0,1,0,180680,0
oneplus,92,27,Mumbai,1,1,0,1,92,3,70,FALSE,2,0,1,1,393396,0
vivo,92,27,Hyderabad,1,3,1,1,92,3,70,FALSE,0,0,1,1,332502,0
oneplus,93,27,Bangalore,1,1,0,1,93,,0,TRUE,0,0,1,1,424892,0
xiaomi,93,27,Vadodara,1,2,0,1,93,3,87,TRUE,0,1,1,0,141139,0
vivo,93,27,Ahmedabad,4,1,0,1,93,,0,FALSE,0,0,1,1,328810,0
xiaomi,93,27,Hyderabad,4,2,0,2,112,,0,TRUE,1,1,1,1,253911,0
apple,93,27,NCR,1,2,0,2,156,5,90,FALSE,0,0,1,1,472342,0
oneplus,93,27,Bangalore,1,4,1,3,123,5,90,TRUE,0,0,0,0,73711,0
samsung,93,27,NCR,2,3,0,1,93,3,70,FALSE,0,0,1,0,6239,0
xiaomi,93,27,Ahmedabad,1,3,0,2,179,0,0,FALSE,0,1,1,1,301015,0
motorola,94,27,Visakhapatnam,2,1,0,1,94,3,87,FALSE,0,0,1,1,277116,0
apple,94,27,Valsad,2,1,0,1,94,,0,FALSE,0,0,1,1,202527,0
oneplus,94,27,Visakhapatnam,1,3,2,1,94,3,70,FALSE,0,0,1,1,204806,0
oneplus,94,27,Ahmedabad,2,3,1,2,105,4,73,TRUE,1,1,1,1,74408,0
apple,94,27,Hyderabad,2,1,0,1,0,3,87,FALSE,0,0,1,1,270091,0
apple,95,27,Hyderabad,1,1,0,1,95,3,70,FALSE,0,0,1,1,373598,0
samsung,95,27,NCR,2,1,0,1,95,3,70,FALSE,0,0,1,1,268118,0
oneplus,95,27,Ranchi,1,2,1,1,95,2,70,FALSE,1,0,1,1,307338,0
apple,96,27,Pune,4,5,0,4,263,3,123,FALSE,0,0,1,1,218255,0
samsung,97,27,Hyderabad,2,1,0,1,97,,0,TRUE,0,0,1,1,456700,0
oneplus,97,27,Mumbai,5,1,0,1,97,3,70,FALSE,1,0,1,0,54901,0
motorola,97,27,Bangalore,1,1,0,1,0,0,0,TRUE,1,0,1,1,16470,0
vivo,97,27,Mangalore,1,1,0,1,97,3,70,FALSE,0,0,1,0,373230,0
oneplus,97,27,Hyderabad,1,7,3,1,97,3,70,TRUE,0,0,1,1,10802,0
xiaomi,97,27,Hyderabad,1,4,0,1,97,3,70,TRUE,0,0,1,1,130384,0
xiaomi,97,27,Chennai,1,1,0,1,97,3,70,FALSE,0,0,1,0,27344,0
samsung,97,27,Vijayawada,0,1,0,1,97,0,0,FALSE,1,0,1,1,16057,0
huawei,98,27,Bangalore,1,3,1,1,98,2,7,TRUE,0,0,1,1,67205,0
samsung,98,27,Hyderabad,2,1,0,1,98,3,70,FALSE,0,4,1,1,325133,0
realme,98,27,Rajkot,1,2,0,1,98,0,17,TRUE,0,0,1,1,449596,0
samsung,98,27,Visakhapatnam,2,1,0,1,0,3,70,FALSE,0,0,1,1,236322,0
apple,99,27,Kanchipuram,6,3,0,3,234,2,67,FALSE,0,0,1,1,472311,0
apple,99,27,NCR,2,4,2,1,99,3,70,FALSE,0,0,1,1,191323,0
oneplus,99,27,NCR,1,1,0,1,99,3,70,TRUE,0,0,1,1,331088,0
apple,100,27,Rameshwaram,4,2,1,1,100,0,0,FALSE,0,0,0,0,375672,0
samsung,100,27,Hyderabad,1,1,0,1,100,0,0,TRUE,0,0,1,1,378912,0
apple,100,27,Pune,1,1,0,1,100,2,87,FALSE,0,1,1,1,50681,0
xiaomi,100,27,Udupi,1,1,0,1,0,3,70,TRUE,1,0,1,1,375822,0
samsung,100,27,Nagaur/ Bikaner,1,1,0,1,100,4,70,FALSE,0,0,1,0,31547,0
apple,100,27,Warangal,3,2,0,2,200,3,0,FALSE,0,0,1,1,193240,0
motorola,100,27,Amravati,0,2,0,2,107,,0,TRUE,0,0,0,0,74907,0
oneplus,100,27,Kolkata,1,1,0,1,100,2,20,FALSE,0,0,1,1,43587,0
oneplus,100,27,Hyderabad,1,1,0,1,100,0,0,FALSE,0,0,1,0,43581,0
oneplus,100,27,Pune,2,2,1,1,100,2,20,TRUE,0,0,1,0,342939,0
asus,100,27,Kolkata,0,5,1,2,104,3,70,FALSE,0,0,0,1,402359,0
oneplus,100,27,Mumbai,0,2,0,1,100,2,3,TRUE,0,0,0,1,429181,0
xiaomi,100,27,Bangalore,4,1,0,1,100,3,70,FALSE,1,1,1,1,360540,0
samsung,100,27,Hyderabad,0,3,2,1,100,2,83,TRUE,0,0,1,1,175083,0
xiaomi,100,27,Chennai,1,3,0,2,117,2,0,TRUE,0,0,1,1,484953,0
xiaomi,100,27,Jabalpur,3,5,0,2,467,3,87,FALSE,0,1,1,1,266260,0
